random_order,id,level,dist_id,district,school,state,county,city,address,zip,cleaned
3553,390064005351,Elementary,3900640.0,Groveport Community School,Groveport Community School,OH,Franklin County,Groveport,4485 S Hamilton Rd,43125,Groveport Community School
3554,220114001617,Elementary,2201140.0,Natchitoches Parish,L.P. Vaughn Elementary & Middle School,LA,Natchitoches Parish,Natchitoches,1500 Gold Street,71457,L.P. Vaughn Elementary & Middle School
3555,301623000501,High,3016230.0,Laurel H S,Laurel High School,MT,Yellowstone County,Laurel,203 East 8th Street,59044,Laurel High School
3556,370507002029,Elementary,3705070.0,Yancey County Schools,Micaville Elementary,NC,Yancey County,Burnsville,112 State Hwy 80 South,28714,Micaville Elementary School
3557,270018703140,High,2700187.0,Avalon School,Avalon School,MN,Ramsey County,Saint Paul,700 GLENDALE ST,55114,Avalon School
3558,00351977,Combined Elem/Sec,Nan,Nan,North Shore Country Day School,IL,Cook,Winnetka,310 GREEN BAY RD,60093,North Shore Country Day School
3559,01413094,Elementary,Nan,Nan,Summit Christian Academy,UT,Salt Lake,Salt Lake City,4020 S 900 E,84124,Summit Christian Academy
3560,201185001918,High,2011850.0,Spring Hill,Insight School Of Ks At Hilltop Ed Center,KS,Johnson County,Olathe,16740 W 175th,66062,Insight School Of Ks At Hilltop Ed Center
3561,490003201095,Elementary,4900032.0,Reagan Academy,Reagan Academy,UT,Utah County,Springville,1143 W CENTER,84663,Reagan Academy
3562,320036000611,Middle,3200360.0,Nye County School District,Round Mountain Middle School,NV,Nye County,Round Mountain,61 Hadley Circle,89045,Round Mountain Middle School
3563,A0303323,Combined Elem/Sec,Nan,Nan,Believers Mennonite Fellowship Christian School,WV,Grant,Petersburg,3671 JOHNSON RUN RD,26847,Believers Mennonite Fellowship Christian School
3564,270018103049,High,2700181.0,El Colegio Charter School,El Colegio Charter School,MN,Hennepin County,Minneapolis,4137 BLOOMINGTON AVE,55407,Elementary Colegio Charter School
3565,060171011736,Elementary,601710.0,Adelanto Elementary,West Creek Elementary,CA,San Bernardino County,Victorville,15763 Colbalt Rd.,92395,West Creek Elementary School
3566,150003000065,Elementary,1500030.0,Hawaii Department Of Education,Kilohana Elementary School,HI,Maui County,Kaunakakai,Kamehameha V Hwy,96748,Kilohana Elementary School
3567,A9304180,Combined Elem/Sec,Nan,Nan,Pine Ridge Academy,UT,Salt Lake,Draper,PO BOX 909,84020,Pine Ridge Academy
3568,A0500805,Combined Elem/Sec,Nan,Nan,Denver Academy Of Torah,CO,Denver,Denver,6825 E ALAMEDA AVE,80224,Denver Academy Of Torah
3569,171590001901,Elementary,1715900.0,Freeport Sd 145,Taylor Park Elem School,IL,Stephenson County,Freeport,806 E Stephenson St,61032,Taylor Park Elem School
3570,220084001882,Elementary,2200840.0,Jefferson Parish,Leo E. Kerner Jr. Elementary School,LA,Jefferson Parish,Lafitte,4924 City Park Drive,70067,Leo E. Kerner Jr. Elementary School
3571,250051902629,High,2500519.0,Global Learning Charter Public (District),Global Learning Charter Public School,MA,Bristol County,New Bedford,190 Ashley Boulevard,02746,Global Learning Charter Public School
3572,550660002854,Middle,5506600.0,Hortonville Area School District,Fox West Academy,WI,Outagamie County,Hortonville,220 Warner St,54944,Fox West Academy
3573,A0304001,Combined Elem/Sec,Nan,Nan,Arrowhead Christian Academy,AZ,Maricopa,Glendale,4030 W YORKSHIRE DR,85308,Arrowhead Christian Academy
3574,380004200239,High,3800042.0,Midkota 7,Midkota High School,ND,Foster County,Glenfield,81 School Ave,58443,Midkota High School
3575,00581424,Elementary,Nan,Nan,Mt Aetna Adventist School (Maas),MD,Washington,Hagerstown,10207 CRYSTAL FALLS DR,21740,Mt Aetna Adventist School (Maas)
3576,200477001786,Elementary,2004770.0,Chetopa-St. Paul,St. Paul Elementary School,KS,Neosho County,St. Paul,118 First Street,66771,St. Paul Elementary School
3577,A1101518,Combined Elem/Sec,Nan,Nan,Noble Leadership Academy,NJ,Passaic,Passaic,123 JEFFERSON ST,07055,Noble Leadership Academy
3578,01042899,Elementary,Nan,Nan,Holy Family St. Marys School,ND,Grand Forks,Grand Forks,1001 17TH AVE S,58201,Holy Family St. Marys School
3579,A1701363,Elementary,Nan,Nan,Rambam Day School,GA,Chatham,Savannah,5111 ABERCORN ST,31405,Rambam Day School
3580,340074003047,High,3400740.0,The Barack Obama Green Charter High School District,The Barack Obama Green Charter High School,NJ,Union County,Plainfield,35 Watchung ave,07060,The Barack Obama Green Charter High School
3581,A9700801,Combined Elem/Sec,Nan,Nan,Gengras Center/Univ Of St Joseph,CT,Hartford,West Hartford,1678 ASYLUM AVE,06117,Gengras Center/Univ Of St Joseph
3582,A1702108,Elementary,Nan,Nan,Blessed Trinity-Penn Campus,MN,Hennepin,Richfield,7540 PENN AVE S A,55423,Blessed Trinity-Penn Campus
3583,401059002396,Elementary,4010590.0,Edmond,Centennial Es,OK,Oklahoma County,Edmond,4400 North Coltrane,73034,Centennial Elementary School
3584,317491001451,High,3100119.0,Nebraska Unified District 1,Orchard High School,NE,Antelope County,Orchard,425 EAST 4TH STREET,68764,Orchard High School
3585,A0740153,Elementary,Nan,Nan,Menachem Mendel Seattle Cheder Day School,WA,King,Seattle,8420 DAYTON AVE N,98103,Menachem Mendel Seattle Cheder Day School
3586,01432335,Elementary,Nan,Nan,St Mary Elementary School,VA,Alexandria,Alexandria,400 GREEN ST,22314,St Mary Elementary School
3587,280402000759,High,2804020.0,Smith Co School Dist,Raleigh High School,MS,Smith County,Raleigh,491 MAGNOLIA DRIVE,39153,Raleigh High School
3588,A0301673,Combined Elem/Sec,Nan,Nan,Parkview Baptist School,LA,East Baton Rouge,Baton Rouge,5750 PARKVIEW CHURCH RD,70816,Parkview Baptist School
3589,270036704507,High,2700367.0,Step Academy Charter School,Step Academy Charter School,MN,Ramsey County,Saint Paul,835  5TH ST E.,55106,Step Academy Charter School
3590,530033403510,Middle,5300334.0,Summit Public School: Sierra,Summit Public School: Sierra,WA,King County,Seattle,1025 S King St,98104,Summit Public School: Sierra
3591,A9902743,Elementary,Nan,Nan,Faith Christian School Of Kearney,NE,Buffalo,Kearney,PO BOX 3048,68848,Faith Christian School Of Kearney
3592,160219000883,High,1602190.0,Minidoka County Joint District,Artec Charter School,ID,Minidoka County,Twin Falls,292 W 100 S,83303,Artec Charter School
3593,040085103271,High,400851.0,Trivium Preparatory Academy (90859),Great Hearts Academies - Trivium Prep,AZ,Maricopa County,Goodyear,2001 N BULLARD AVE,85395,Great Hearts Academies - Trivium Prep
3594,350014101057,Elementary,3500141.0,J Paul Taylor Academy,J Paul Taylor Academy,NM,Doã±A Ana County,Las Cruces,402 W. COURT AVE  BLDG 2,88005,J Paul Taylor Academy
3595,450390101684,Elementary,4503901.0,Sc Public Charter School District,Green Charter School Of The Midlands,SC,Richland County,Irmo,7820 Broad River Road,29063,Green Charter School Of The Midlands
3596,A0700065,Combined Elem/Sec,Nan,Nan,Clearview Christian Academy,AR,Cleburne,Heber Springs,10 GOSPEL RD,72543,Clearview Christian Academy
3597,K9303628,Combined Elem/Sec,Nan,Nan,Portsmouth Christian Academy,NH,Strafford,Dover,20 SEABORNE DR,03820,Portsmouth Christian Academy
3598,550921002917,Elementary,5509210.0,Merrill Area School District,Maple Grove School,WI,Marathon County,Hamburg,290 County Road F,54411,Maple Grove School
3599,02003189,Combined Elem/Sec,Nan,Nan,Northwest Christian School,AZ,Maricopa,Phoenix,16401 N 43RD AVE,85053,Northwest Christian School
3600,A1302592,Combined Elem/Sec,Nan,Nan,Faith Tabernacle Christian Academy,GA,Treutlen,Soperton,1584 GA HWY 46,30457,Faith Tabernacle Christian Academy
3601,410750000655,Elementary,4107500.0,Lincoln County Sd,Taft Elementary School,OR,Lincoln County,Lincoln City,4040 High School Dr,97367,Taft Elementary School
3602,A0702295,Combined Elem/Sec,Nan,Nan,American Heritage School,UT,Utah,American Fork,736 N 1100 E,84003,American Heritage School
3603,530936003264,Middle,5309360.0,Wahluke School District,Wahluke Junior High,WA,Grant County,Mattawa,502 N. Boundary,99349,Wahluke Junior High School
3604,260106108531,High,2601061.0,Taylor Preparatory High School,Taylor Preparatory High School,MI,Wayne County,Taylor,9540 Telegraph Rd,48180,Taylor Preparatory High School
3605,400077802719,Elementary,4000778.0,Oklahoma Virtual Charter Acad,Okla. Virtual Charter Acad Es,OK,Oklahoma County,Midwest City,1160 S Douglas Blvd,73130,Okla. Virtual Charter Academy Elementary School
3606,280165000254,Elementary,2801650.0,Greenwood Public School District,Bankston Elementary School,MS,Leflore County,Greenwood,1312 Grand Boulevard,38930,Bankston Elementary School
3607,150003000176,Middle,1500030.0,Hawaii Department Of Education,Aiea Intermediate School,HI,Honolulu County,Aiea,99-600 Kulawea St,96701,Aiea Intermediate School
3608,00702316,Elementary,Nan,Nan,St Mary Help Of Christians School,MN,Stearns,Saint Augusta,24560 COUNTY ROAD 7,56301,St Mary Help Of Christians School
3609,200396000164,Elementary,2003960.0,Twin Valley,Bennington Elem,KS,Ottawa County,Bennington,223 N. Putnam,67422,Bennington Elem
3610,250459000612,High,2504590.0,Easthampton,Easthampton High,MA,Hampshire County,Easthampton,70 Williston Avenue,01027,Easthampton High School
3611,220030000158,Middle,2200300.0,Caddo Parish,Caddo Parish Middle Magnet School,LA,Caddo Parish,Shreveport,7635 Cornelious Drive,71106,Caddo Parish Middle Magnet School
3612,110003000085,High,1100030.0,District Of Columbia Public Schools,Anacostia Hs,DC,District Of Columbia,Washington,1601 16th St SE,20020,Anacostia High School
3613,A1701892,Elementary,Nan,Nan,St Dominic Academy-Lewiston Campus,ME,Androscoggin,Lewiston,17 BAIRD AVE,04240,St Dominic Academy-Lewiston Campus
3614,200441001961,High,2004410.0,Caney Valley,Caney Valley Charter Academy,KS,Montgomery County,Caney,601 E. Bullpups Blvd,67333,Caney Valley Charter Academy
3615,A1702531,Combined Elem/Sec,Nan,Nan,Legacy Christian Academy,NM,Otero,Alamogordo,3001 THUNDER RD,88310,Legacy Christian Academy
3616,440024000504,Middle,4400240.0,Cranston,Hope Highlands Middle School,RI,Providence County,Cranston,300 Hope Road,02921,Hope Highlands Middle School
3617,090483000971,High,904830.0,Waterbury School District,Crosby High School,CT,New Haven County,Waterbury,300 Pierpont Rd.,06705,Crosby High School
3618,480029213499,High,4800292.0,Harmony Science Acad (Waco),Harmony School Of Innovation - Waco,TX,Mclennan County,Beverly Hills,1100 S VALLEY MILLS DR,76711,Harmony School Of Innovation - Waco
3619,A9700446,Elementary,Nan,Nan,Harambee Preparatory School,CA,Los Angeles,Pasadena,1609 NAVARRO AVE,91103,Harambee Preparatory School
3620,231113000413,Elementary,2311130.0,Rsu 28/Msad 28,Camden-Rockport Elementary School,ME,Knox County,Rockport,11 Children's Way,04856,Camden-Rockport Elementary School
3621,100005400362,Elementary,1000054.0,First State Montessori Academy,First State Montessori Academy,DE,New Castle County,Wilmington,,19801,First State Montessori Academy
3622,062964004603,High,629640.0,Palo Verde Unified,Twin Palms Continuation,CA,Riverside County,Blythe,811 W. Chanslor Way,92225,Twin Palms Continuation
3623,270015702952,High,2700157.0,Face To Face Academy,Face To Face Academy,MN,Ramsey County,Saint Paul,1165 ARCADE ST,55106,Face To Face Academy
3624,00579288,Combined Elem/Sec,Nan,Nan,Phillips School - Laurel,MD,Howard,Laurel,8920 WHISKEY BOTTOM RD,20723,Phillips School - Laurel
3625,A1592231,Elementary,Nan,Nan,Shining Star Christian School-Fairview,WI,Milwaukee,Milwaukee,137 N 66TH ST,53213,Shining Star Christian School-Fairview
3626,510159000671,Elementary,5101590.0,Giles Co Pblc Schs,Macy Mcclaugherty Combined,VA,Giles County,Pearisburg,1001 Henson Ave,24134,Macy Mcclaugherty Combined
3627,068450007067,High,684500.0,Irvine Unified,University High,CA,Orange County,Irvine,4771 Campus Dr.,92612,University High School
3628,A0301588,Elementary,Nan,Nan,Regis Middle School,IA,Linn,Cedar Rapids,735 PRAIRIE DR NE,52402,Regis Middle School
3629,320006000694,High,3200060.0,Clark County School District,Miley Achievement Center Sec,NV,Clark County,Las Vegas,245 N. Pecos Rd.,89101,Miley Achievement Center Sec
3630,A1703627,Combined Elem/Sec,Nan,Nan,East Meadow,VT,Lamoille,Morrisville,28 JAMES RD # 1,05661,East Meadow
3631,040075202828,High,400752.0,Pima County Jted (89380),Pcjted - Sunnyside High School,AZ,Pima County,Tucson,6420 E BROADWAY BLVD STE A100,85710,Pcjted - Sunnyside High School
3632,422574006344,Elementary,4225740.0,West Perry Sd,Blain El Sch,PA,Perry County,Blain,132 Blain Rd,17006,Blain Elementary School
3633,00209691,Combined Elem/Sec,Nan,Nan,Mile High Baptist School,CO,Jefferson,Denver,8100 W HAMPDEN AVE,80227,Mile High Baptist School
3634,100005700368,High,1000057.0,First State Military Academy,First State Military Academy,DE,Kent County,Clayton,355 West Duck Creek Road,19938,First State Military Academy
3635,390501503852,High,3905015.0,Mathews Local,Mathews High School,OH,Trumbull County,Vienna,4429 Warren Sharon Rd,44473,Mathews High School
3636,400080002865,Middle,4000800.0,Epic Blended Learning Charter,Epic Blended Charter Tulsa Ms,OK,Oklahoma County,Oklahoma City,4101 NW 122nd St   Suite B,73120,Epic Blended Charter Tulsa Middle School
3637,A1300615,Elementary,Nan,Nan,Bola Childcare Learning Center,FL,Miami-Dade,Miami,70 NE 80TH TER,33138,Bola Childcare Learning Center
3638,350237000553,Elementary,3502370.0,Santa Fe Public Schools,Wood-Gormley Elementary,NM,Santa Fe County,Santa Fe,141 EAST BOOTH ST,87501,Wood-Gormley Elementary School
3639,460852001298,Elementary,4608520.0,Brookings School District 05-1,Camelot Intermediate - 06,SD,Brookings County,Brookings,1401 15th St S,57006,Camelot Intermediate - 06
3640,Bb170001,Combined Elem/Sec,Nan,Nan,Cornerstone Christian Academy,AL,Montgomery,Montgomery,125 CALHOUN RD,36109,Cornerstone Christian Academy
3641,170993006094,High,1709930.0,City Of Chicago Sd 299,Urban Prep Chtr West Campus Hs,IL,Cook County,Chicago,1326 W 14th Pl,60608,Urban Prep Chtr West Campus High School
3642,450390101665,Middle,4503901.0,Sc Public Charter School District,Tall Pines Stem Academy,SC,Aiken County,Aiken,82 Camp Long Road,29805,Tall Pines Stem Academy
3643,261786005450,High,2617860.0,Hart Public School District,Hart High School,MI,Oceana County,Hart,300 JOHNSON ST W,49420,Hart High School
3644,00002063,Combined Elem/Sec,Nan,Nan,Hooper Academy,AL,Montgomery,Hope Hull,380 FISCHER RD,36043,Hooper Academy
3645,160017300765,High,1600173.0,Coeur D'Alene Charter Academy Inc.,Coeur D'Alene Charter Academy School,ID,Kootenai County,Coeur D'Alene,4904 NORTH DUNCAN DRIVE,83815,Coeur D'Alene Charter Academy School
3646,340075603185,Elementary,3400756.0,Dr Lena Edwards Academic Charter School,Dr Lena Edwards Academic Charter School,NJ,Hudson County,Jersey City,509 Bramhall Ave.,07304,Dr Lena Edwards Academic Charter School
3647,050001500998,Middle,500015.0,Sheridan School District,Sheridan Middle School,AR,Grant County,Sheridan,500 N ROCK,72150,Sheridan Middle School
3648,00600223,Elementary,Nan,Nan,St Patrick Elementary School,MA,Middlesex,Stoneham,20 PLEASANT ST,02180,St Patrick Elementary School
3649,460705000879,Middle,4607050.0,Bison School District 52-1,Bison Jr. High - 04,SD,Perkins County,Bison,200 E Carr St,57620,Bison Jr. High - 04
3650,Bb170338,Elementary,Nan,Nan,Aberdeen Catholic Schools,SD,Brown,Aberdeen,419 1ST AVE NE,57401,Aberdeen Catholic Schools
3651,560282000498,Elementary,5602820.0,Fremont County School District #21,Ft. Washakie Elementary,WY,Fremont County,Ft. Washakie,90 Ethete Road,82514,Ft. Washakie Elementary School
3652,230315000622,Elementary,2303150.0,Biddeford Public Schools,Biddeford Intermediate School,ME,York County,Biddeford,335 Hill Street,04005,Biddeford Intermediate School
3653,530034403636,Middle,5300344.0,Willow Public Charter School,Willow Public School,WA,Nan,Walla Walla,330 S. Palouse Street,99362,Willow Public School
3654,490012501199,High,4900125.0,Rockwell Charter High School,Rockwell Charter High School,UT,Utah County,Eagle Mountain,3435 E STONEBRIDGE LANE,84005,Rockwell Charter High School
3655,A0109615,Combined Elem/Sec,Nan,Nan,Rutland Area Christian School,VT,Rutland,Rutland,112 LINCOLN AVE,05701,Rutland Area Christian School
3656,360113306569,High,3601133.0,Charter High School For Law And Social Justice,Charter High School For Law And Social Justice,NY,Bronx County,Bronx,1960 UNIVERSITY AVE,10453,Charter High School For Law And Social Justice
3657,428029007076,High,4280290.0,Lehigh Career & Technical Institute,Lehigh Career & Technical Institute,PA,Lehigh County,Schnecksville,4500 Education Park Drive,18078,Lehigh Career & Technical Institute
3658,A1701227,Combined Elem/Sec,Nan,Nan,The Annesley Institute,FL,Escambia,Pensacola,7417 STAGECOACH RD,32526,The Annesley Institute
3659,421116003137,High,4211160.0,Greenville Area Sd,Greenville Jshs,PA,Mercer County,Greenville,9 Donation Road,16125,Greenville Jshs
3660,A1371438,Elementary,Nan,Nan,L'Etoile French Immersion School,OR,Multnomah,Portland,5839 SW HOOD AVE,97239,L'Etoile French Immersion School
3661,A9501800,Combined Elem/Sec,Nan,Nan,Pinnacle School,IN,Monroe,Bloomington,PO BOX 2375,47402,Pinnacle School
3662,270039704766,Elementary,2700397.0,Art And Science Academy,Art And Science Academy,MN,Isanti County,Isanti,903 6TH AVENUE CT NE STE A,55040,Art And Science Academy
3663,410933001793,High,4109330.0,Oregon City Sd 62,Clackamas Academy Of Industrial Sciences,OR,Clackamas County,Oregon City,1306 12th St,97045,Clackamas Academy Of Industrial Sciences
3664,500552000099,High,5000021.0,Patricia Hannaford Career Center School District,Patricia A. Hannaford Career Center,VT,Addison County,Middlebury,51 Charles Avenue,05753,Patricia A. Hannaford Career Center
3665,00580238,Combined Elem/Sec,Nan,Nan,The Bryn Mawr School,MD,Baltimore,Baltimore,109 W MELROSE AVE,21210,The Bryn Mawr School
3666,500624000232,Elementary,5006240.0,Orleans Incorporated School District,Orleans Elementary School,VT,Orleans County,Orleans,53 School Street,05860,Orleans Elementary School
3667,261160004603,Elementary,2611600.0,Dearborn City School District,William Ford Elementary School,MI,Wayne County,Dearborn,14749 ALBER ST,48126,William Ford Elementary School
3668,510126000461,High,5101260.0,Fairfax Co Pblc Schs,Edison High,VA,Fairfax County,Alexandria,5801 Franconia Rd,22310,Edison High School
3669,A0108732,Combined Elem/Sec,Nan,Nan,Enterprise Sda School,OR,Wallowa,Enterprise,PO BOX N,97828,Enterprise Sda School
3670,551548001982,High,5515480.0,Big Foot Uhs School District,Big Foot High,WI,Walworth County,Walworth,401 Devils Ln,53184,Big Foot High School
3671,310008801318,High,3100088.0,Norris School Dist 160,Norris High School,NE,Lancaster County,Firth,25211 S 68TH ST,68358,Norris High School
3672,400079602838,High,4000796.0,Santa Fe South (Charter),Santa Fe South Hs,OK,Oklahoma County,Oklahoma City,6921 Plaza Mayor Blvd,73149,Santa Fe South High School
3673,360116606625,Elementary,3601166.0,Hebrew Language Academy Charter School 2,Hebrew Language Academy Charter School 2,NY,Kings County,Brooklyn,1870 STILLWELL AVE,11223,Hebrew Language Academy Charter School 2
3674,A9902943,Combined Elem/Sec,Nan,Nan,Tabernacle Christian School,NH,Hillsborough,Litchfield,242 DERRY RD,03052,Tabernacle Christian School
3675,050039401461,Elementary,500394.0,Arkansas Virtual Academy,Arkansas Virtual Academy,AR,Pulaski County,Little Rock,10802 EXECUTIVE CTR DR STE 205,72211,Arkansas Virtual Academy
3676,250054202738,High,2500542.0,Ayer Shirley School District,Ayer Shirley Regional High School,MA,Middlesex County,Ayer,141 Washington Street,01432,Ayer Shirley Regional High School
3677,320006000749,High,3200060.0,Clark County School District,Innovations International Charter School Of Nv,NV,Clark County,Las Vegas,950 E. Sahara Ave.,89104,Innovations International Charter School Of Nv
3678,01612169,Combined Elem/Sec,Nan,Nan,Calvary Baptist School,TX,Montgomery,Conroe,3401 N FRAZIER ST,77303,Calvary Baptist School
3679,370040403401,Elementary,3700404.0,Fernleaf Community Charter School,Fernleaf Community Charter School,NC,Henderson County,Fletcher,58 Howard Gap Rd,28732,Fernleaf Community Charter School
3680,360104906265,Elementary,3601049.0,Icahn Charter School 5,Icahn Charter School 5,NY,Bronx County,Bronx,1500 PELHAM PKWY S,10461,Icahn Charter School 5
3681,A1503074,Combined Elem/Sec,Nan,Nan,Rejoice Christian School Elementary,OK,Tulsa,Owasso,10701 W 129TH E AVE,74055,Rejoice Christian School Elementary School
3682,01263466,Elementary,Nan,Nan,All Saints' Episcopal Day School,SC,Florence,Florence,1425 CHEROKEE RD,29501,All Saints' Episcopal Day School
3683,A9300453,Elementary,Nan,Nan,Friends Community School,MD,Prince George'S,College Park,5901 WESTCHESTER PARK DR,20740,Friends Community School
3684,551599002921,High,5515990.0,Wauwatosa School District,Wauwatosa Virtual Academy,WI,Milwaukee County,Wauwatosa,12121 W North Ave,53226,Wauwatosa Virtual Academy
3685,220117000953,High,2200197.0,Kipp Renaissance,Kipp Renaissance,LA,Orleans Parish,New Orleans,3820 St. Claude Ave,70117,Kipp Renaissance
3686,440111000312,Elementary,4401110.0,Warwick,Wyman School,RI,Kent County,Warwick,1 Columbia Avenue,02888,Wyman School
3687,00421812,Elementary,Nan,Nan,St Philip Neri School,IN,Marion,Indianapolis,545 EASTERN AVE,46201,St Philip Neri School
3688,130255003993,Middle,1302550.0,Gwinnett County,Grace Snell Middle School,GA,Gwinnett County,Loganville,3800 Brushy Fork Rd,30052,Grace Snell Middle School
3689,130267001181,Elementary,1302670.0,Haralson County,Tallapoosa Primary School,GA,Haralson County,Tallapoosa,581 Georgia Highway 120,30176,Tallapoosa Primary School
3690,280174000280,Elementary,2801740.0,Hancock Co School Dist,South Hancock Elementary School,MS,Hancock County,Bay St. Louis,6590 Lakeshore Road,39520,South Hancock Elementary School
3691,160258000454,High,1602580.0,Payette Joint District,Payette High School,ID,Payette County,Payette,1500 6TH AVENUE SOUTH,83661,Payette High School
3692,370036103332,High,3700361.0,The Franklin School Of Innovation,The Franklin School Of Innovation,NC,Buncombe County,Asheville,21 Innovation Dr,28806,The Franklin School Of Innovation
3693,181134001831,Elementary,1811340.0,Tippecanoe School Corp,Mintonye Elementary School,IN,Tippecanoe County,Lafayette,2000 W 800 S,47909,Mintonye Elementary School
3694,00847103,Elementary,Nan,Nan,First Good Shepherd Lutheran School,NV,Clark,Las Vegas,301 S MARYLAND PKWY,89101,First Good Shepherd Lutheran School
3695,180016402593,Middle,1800164.0,Career Academy Middle School,Career Academy Middle School,IN,St. Joseph County,South Bend,3801 Cresent Circle - Suite B,46628,Career Academy Middle School
3696,110003100486,Middle,1100031.0,Kipp Dc Pcs,Kipp Dc - Valor Academy Pcs,DC,District Of Columbia,Washington,5300 Blaine St NE,20019,Kipp Dc - Valor Academy Pcs
3697,230381000685,Middle,2314796.0,Rsu 25,Bucksport Middle School,ME,Hancock County,Bucksport,100 Miles Lane,04416,Bucksport Middle School
3698,510081000298,Elementary,5100810.0,Chesapeake City Pblc Schs,Hickory Elem,VA,Chesapeake City,Chesapeake,109 Benefit Road,23322,Hickory Elem
3699,550960001238,Middle,5509600.0,Milwaukee School District,Roosevelt Middle,WI,Milwaukee County,Milwaukee,800 W Walnut St,53205,Roosevelt Middle School
3700,360113506543,Elementary,3601135.0,Charter School Of Inquiry,Charter School Of Inquiry,NY,Erie County,Buffalo,404 EDISON ST,14222,Charter School Of Inquiry
3701,01265055,Combined Elem/Sec,Nan,Nan,Maranatha Christian School,SC,Florence,Florence,2624 W PALMETTO ST,29501,Maranatha Christian School
3702,A9903507,Combined Elem/Sec,Nan,Nan,Lincoln Christian School,OK,Tulsa,Tulsa,1003 N 129TH E AVE,74116,Lincoln Christian School
3703,A1703848,Combined Elem/Sec,Nan,Nan,Regis Catholic Schools,WI,Eau Claire,Eau Claire,2728 MALL DR STE 200,54701,Regis Catholic Schools
3704,080234000055,Elementary,802340.0,Aurora Joint District No. 28 Of The Counties Of Adams And A,Boston K-8 School,CO,Arapahoe County,Aurora,1365 BOSTON ST.,80010,Boston K-8 School
3705,110003000096,Elementary,1100030.0,District Of Columbia Public Schools,Eaton Es,DC,District Of Columbia,Washington,3301 Lowell St NW,20008,Eaton Elementary School
3706,390460300797,Middle,3904603.0,Eastern Local,Eastern Ms,OH,Brown County,Winchester,11519 US Highway 62,45697,Eastern Middle School
3707,317671001601,High,3176710.0,Sidney Public Schools,Sidney High School,NE,Cheyenne County,Sidney,1100 19TH AVE,69162,Sidney High School
3708,301021001041,Middle,3010210.0,Fairview Elem,Fairview 7-8,MT,Richland County,Fairview,713 S Western Ave,59221,Fairview 7-8
3709,00087875,Combined Elem/Sec,Nan,Nan,Longview Mennonite School,CA,Merced,Livingston,12725 LONGVIEW AVE,95334,Longview Mennonite School
3710,A9703503,Combined Elem/Sec,Nan,Nan,Wakefield County Day School,VA,Rappahannock,Flint Hill,PO BOX 739,22627,Wakefield County Day School
3711,250058802888,Middle,2500588.0,Hampden Charter School Of Science West (District),Hampden Charter School Of Science West,MA,Nan,West Springfield,511 Main St.,01089,Hampden Charter School Of Science West
3712,A9702154,Combined Elem/Sec,Nan,Nan,Petra Academy,MT,Gallatin,Bozeman,4720 CLASSICAL WAY,59718,Petra Academy
3713,250486000689,Elementary,2504860.0,Falmouth,Mullen-Hall,MA,Barnstable County,Falmouth,130 Katherine Lee Bates Rd,02540,Mullen-Hall
3714,090000201144,High,900002.0,Connecticut Technical High Sc,Henry Abbott Technical High School,CT,Fairfield County,Danbury,21 Hayestown Ave.,06811,Henry Abbott Technical High School
3715,A9104155,Combined Elem/Sec,Nan,Nan,Our Redeemers Christian School,ND,Ward,Minot,700 16TH AVE SE,58701,Our Redeemers Christian School
3716,341623004732,Elementary,3416230.0,Toms River Regional School District,East Dover Elementary School,NJ,Ocean County,Toms River,725 VAUGHN AVENUE,08753,East Dover Elementary School
3717,200795001390,Elementary,2007950.0,Kansas City,Silver City Elem,KS,Wyandotte County,Kansas City,2515 Lawrence Ave,66106,Silver City Elem
3718,A0740102,Combined Elem/Sec,Nan,Nan,Marymount School Of Ny,NY,New York,New York,1026 FIFTH AVE,10028,Marymount School Of Ny
3719,262565006211,High,2625650.0,North Adams-Jerome Public Schools,North Adamsjerome Middlehigh School,MI,Hillsdale County,North Adams,4555 KNOWLES RD,49262,North Adamsjerome Middlehigh School
3720,193186000369,Middle,1931860.0,Winterset Comm School District,Winterset Junior High School,IA,Madison County,Winterset,720 Husky Dr,50273,Winterset Junior High School
3721,00920742,Elementary,Nan,Nan,St Patrick School,NY,Westchester,Yorktown Heights,117 MOSEMAN RD,10598,St Patrick School
3722,00637297,Elementary,Nan,Nan,Mces-St. John Campus,MI,Monroe,Monroe,521 S MONROE ST,48161,Mces-St. John Campus
3723,01127966,Elementary,Nan,Nan,Sts Peter & Paul Catholic  School,OK,Kingfisher,Kingfisher,309 S MAIN ST,73750,Sts Peter & Paul Catholic  School
3724,020000100329,Elementary,200001.0,Lower Kuskokwim School District,Ayaprun Elitnaurvik,AK,Bethel Census Area,Bethel,1010 Fourth Ave,99559,Ayaprun Elitnaurvik
3725,530034203602,Middle,5300342.0,Green Dot Public Schools Rainier Valley,Rainier Valley Leadership Academy,WA,King County,Seattle,3900 S. Holly Park Drive,98118,Rainier Valley Leadership Academy
3726,A1501718,Combined Elem/Sec,Nan,Nan,Guardian Angel School,KY,Kenton,Ft Mitchell,PO BOX 17007,41017,Guardian Angel School
3727,370472001877,Middle,3704720.0,Wake County Schools,Martin Middle,NC,Wake County,Raleigh,1701 Ridge Rd,27607,Martin Middle School
3728,292648002444,Middle,2926480.0,Richmond R-Xvi,Richmond Middle,MO,Ray County,Richmond,715 S WELLINGTON ST,64085,Richmond Middle School
