random_order,id,sch_level,dist_id,dist_name,sch_name,lstate,county,city,lat,lon,street,zip,private
3123,420459001134,Elementary,4204590,BUTLER AREA SD,Emily Brittain El Sch,PA,BUTLER COUNTY,BUTLER,41,-80,338 North Washington Street,16001,
3124,273348001478,High,2733480,ST. CLAIR PUBLIC SCHOOL DISTRICT,ST. CLAIR SECONDARY,MN,BLUE EARTH COUNTY,SAINT CLAIR,44,-94,121 MAIN ST WEST,56080,
3125,260032201949,High,2600322,COVENANT HOUSE ACADEMY DETROIT,Covenant House Academy Detroit  Central Site,MI,WAYNE COUNTY,DETROIT,42,-83,2959 MARTIN LUTHER KING JR BLVD,48208,
3126,A9701367,Elementary,,,SANDPOINT CHRISTIAN SCHOOL,ID,BONNER,PONDERAY,48,-117,477954 HWY 95,83852,1
3127,220117000949,Elementary,2200209,NELSON ELEMENTARY SCHOOL,Nelson Elementary School,LA,ORLEANS PARISH,NEW ORLEANS,30,-90,3121 St. Bernard Avenue,70119,
3128,040345000281,High,403450,GLENDALE UNION HIGH SCHOOL DISTRICT (4285),Sunnyslope High School,AZ,MARICOPA COUNTY,PHOENIX,34,-112,35 W DUNLAP AVE,85021,
3129,191329000415,Middle,1913290,GRUNDY CENTER COMM SCHOOL DISTRICT,Grundy Center Middle School,IA,GRUNDY COUNTY,GRUNDY CENTER,42,-93,1006 M Ave,50638,
3130,560147000568,Elementary,5601470,CAMPBELL COUNTY SCHOOL DISTRICT #1,Stocktrail Elementary,WY,CAMPBELL COUNTY,GILLETTE,44,-106,800 Stocktrail Avenue,82717,
3131,193096001801,High,1930960,WEST HARRISON COMM SCHOOL DISTRICT,West Harrison High School,IA,HARRISON COUNTY,MONDAMIN,42,-96,410 Pine St,51557,
3132,160051000041,High,1600510,CALDWELL DISTRICT,CANYON SPRINGS HIGH SCHOOL,ID,CANYON COUNTY,CALDWELL,44,-117,516 NORTH 11TH STREET,83605,
3133,150003000304,Elementary,1500030,HAWAII DEPARTMENT OF EDUCATION,Alaka'i O Kaua'i Charter School,HI,KAUAI COUNTY,KOLOA,22,-159,2-4035 Kaumualii Hwy,96746,
3134,A1500058,Elementary,,,NORTHERN LIGHTS ACADEMY,AK,FAIRBANKS NORTH STAR,FAIRBANKS,65,-148,181 CARLYLE WAY,99709,1
3135,080522000861,Middle,805220,LAMAR SCHOOL DISTRICT NO. RE-2,LAMAR MIDDLE SCHOOL,CO,PROWERS COUNTY,LAMAR,38,-103,104 WEST PARK,81052,
3136,A9501601,Elementary,,,SANDPOINT WALDORF SCHOOL,ID,BONNER,SANDPOINT,48,-117,PO BOX 95,83864,1
3137,02067438,Combined elem/sec,,,SENECA TRAIL CHRISTIAN ACADEMY,WV,GREENBRIER,RONCEVERTE,38,-80,321 TRAILBLAZER DR,24970,1
3138,462139000901,Middle,4621390,ELKTON SCHOOL DISTRICT 05-3,Elkton Jr. High - 03,SD,BROOKINGS COUNTY,ELKTON,44,-96,508 Buffalo St,57026,
3139,01262939,Elementary,,,ST ANTHONY CATHOLIC SCHOOL,SC,FLORENCE,FLORENCE,34,-80,2536 HOFFMEYER RD,29501,1
3140,A9501074,Combined elem/sec,,,THE PREPARATORY SCHOOL OF D.C.,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,4501 16TH ST NW,20011,1
3141,A0971605,Elementary,,,COWBOY JUNCTION CHRISTIAN SCHOOL,OK,CRAIG,VINITA,37,-95,27662 S 4380 RD,74301,1
3142,02042741,Combined elem/sec,,,MONADNOCK WALDORF SCHOOL,NH,CHESHIRE,KEENE,43,-72,98 S LINCOLN ST,3431,1
3143,02065281,Combined elem/sec,,,WISE COUNTY CHRISTIAN SCHOOL,VA,WISE,WISE,37,-83,PO BOX 3297,24293,1
3144,A0300640,Combined elem/sec,,,CORNERSTONE CHRISTIAN SCHOOL,CO,LARIMER,FORT COLLINS,40,-105,419 STARLING ST,80526,1
3145,00458718,Elementary,,,SACRED HEART SCHOOL,IA,CLAY,SPENCER,43,-95,PO BOX 817,51301,1
3146,220002501000,Elementary,2200025,NEW VISION LEARNING ACADEMY,New Vision Learning Academy,LA,OUACHITA PARISH,MONROE,33,-92,507 Swayze Street,71201,
3147,120084002651,Middle,1200840,HIGHLANDS,LAKE PLACID MIDDLE SCHOOL,FL,HIGHLANDS COUNTY,LAKE PLACID,27,-81,201 S TANGERINE AVE,33852,
3148,120039000479,Elementary,1200390,MIAMI-DADE,NORTH MIAMI ELEMENTARY SCHOOL,FL,MIAMI-DADE COUNTY,NORTH MIAMI,26,-80,655 NE 145TH ST,33161,
3149,490004601147,Elementary,4900046,GEORGE WASHINGTON ACADEMY,George Washington Academy,UT,WASHINGTON COUNTY,ST GEORGE,37,-114,2277 S 3000 E,84790,
3150,130219000941,Elementary,1302190,FLOYD COUNTY,Glenwood Primary School,GA,FLOYD COUNTY,ROME,34,-85,75 Glenwood School Rd NE,30165,
3151,00296608,Combined elem/sec,,,RABUN-GAP NACOOCHEE SCHOOL,GA,RABUN,RABUN GAP,35,-83,339 NACOOCHEE DR,30568,1
3152,01605173,Elementary,,,ST FRANCIS XAVIER CATHOLIC ACADEMYOOL,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,2700 O ST SE,20020,1
3153,01257496,Elementary,,,ST MARGARET SCHOOL,RI,PROVIDENCE,RUMFORD,42,-71,42 BISHOP AVE,2916,1
3154,250762001800,Elementary,2507620,MELROSE,Early Childhood Center,MA,MIDDLESEX COUNTY,MELROSE,42,-71,16 Franklin Street,2176,
3155,160016301040,Elementary,1600163,CHIEF TAHGEE ELEMENTARY ACADEMY INC.,CHIEF TAHGEE ELEMENTARY ACADEMY,ID,BANNOCK COUNTY,FORT HALL,43,-112,34 SOUTH HI-LINE ROAD,83203,
3156,110003000151,Middle,1100030,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Eliot-Hine MS,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,1830 Constitution Ave NE,20002,
3157,A9902391,Elementary,,,ALL SAINTS CATHOLIC SCHOOL,MI,WAYNE,CANTON,42,-84,48735 WARREN RD,48187,1
3158,240009000210,Elementary,2400090,BALTIMORE CITY PUBLIC SCHOOLS,Furley Elementary,MD,BALTIMORE CITY,BALTIMORE,39,-77,5001 Sinclair Lane,21206,
3159,440075000165,Middle,4400750,NORTH KINGSTOWN,Davisville Middle School,RI,WASHINGTON COUNTY,NORTH KINGSTOWN,42,-71,200 School Street,2852,
3160,A0903400,Combined elem/sec,,,SPEARFISH CLASSICAL CHRISTIAN SCHOOL,SD,LAWRENCE,SPEARFISH,44,-104,PO BOX 723,57783,1
3161,210588000546,Elementary,2105880,WHITLEY COUNTY,Whitley County North Elementary School,KY,WHITLEY COUNTY,ROCKHOLDS,37,-84,6670 Hwy 26,40759,
3162,00578535,Elementary,,,ST LOUIS SCHOOL,MD,HOWARD,CLARKSVILLE,39,-77,12500 CLARKSVILLE PIKE,21029,1
3163,00702815,Elementary,,,SACRED HEART SCHOOL,MN,WASECA,WASECA,44,-94,308 ELM AVE W,56093,1
3164,470096000319,Middle,4700960,DECATUR COUNTY,Decatur County Middle School,TN,DECATUR COUNTY,PARSONS,36,-88,2740 Hwy 641 South,38363,
3165,A1502251,Elementary,,,ZION HARVESTER LUTHERAN SCHOOL,MO,ST. CHARLES,SAINT CHARLES,39,-91,3866 S OLD HWY 94,63304,1
3166,410171001783,High,4101710,BAKER SD 5J,Baker Early College,OR,BAKER COUNTY,BAKER CITY,45,-118,2725 7th St,97294,
3167,362946003974,Elementary,3629460,VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,ROBERT W CARBONARO SCHOOL,NY,NASSAU COUNTY,VALLEY STREAM,41,-74,50 HUNGRY HARBOR RD,11581,
3168,340402003288,Elementary,3404020,DUNELLEN PUBLIC SCHOOL DISTRICT,John P. Faber Elementary School,NJ,MIDDLESEX COUNTY,DUNELLEN,41,-74,400 HIGH STREET,8812,
3169,A9702163,Combined elem/sec,,,YELLOWSTONE ACADEMY,MT,YELLOWSTONE,BILLINGS,46,-109,1750 RAY OF HOPE LN,59106,1
3170,390147205727,High,3901472,ACADEMY FOR URBAN SCHOLARS YOUNGSTOWN,Academy for Urban Scholars Youngstown,OH,MAHONING COUNTY,YOUNGSTOWN,41,-81,3405 Market St,44507,
3171,00489247,Combined elem/sec,,,ST XAVIER CATHOLIC SCHOOL,KS,GEARY,JUNCTION CITY,39,-97,200 N WASHINGTON ST,66441,1
3172,390064705347,High,3900647,EAGLE LEARNING CENTER,Eagle Learning Center,OH,LUCAS COUNTY,OREGON,42,-83,2665 Navarre Ave,43616,
3173,120054007480,Elementary,1200540,FLAGLER,IMAGINE SCHOOL AT TOWN CENTER,FL,FLAGLER COUNTY,PALM COAST,29,-81,775 TOWN CENTER BLVD,32164,
3174,01295578,Combined elem/sec,,,ST ANDREW'S-SEWANEE SCHOOL,TN,FRANKLIN,SEWANEE,35,-86,290 QUINTARD RD,37375,1
3175,551296001707,High,5512960,RICHLAND SCHOOL DISTRICT,Richland Center High,WI,RICHLAND COUNTY,RICHLAND CENTER,43,-90,1996 US Hwy 14 W,53581,
3176,420085507421,Middle,4200855,UNIVERSAL VARE CHARTER SCHOOL,Universal Vare Charter School,PA,PHILADELPHIA COUNTY,PHILADELPHIA,40,-75,2100 South 24th Street,19145,
3177,320006000471,Elementary,3200060,CLARK COUNTY SCHOOL DISTRICT,Manuel J Cortez Elementary School,NV,CLARK COUNTY,LAS VEGAS,36,-115,4245 E. Tonopah Ave.,89115,
3178,390447501609,Elementary,3904475,SHAKER HEIGHTS CITY,Fernway Elementary School,OH,CUYAHOGA COUNTY,SHAKER HEIGHTS,41,-82,17420 Fernway Rd,44120,
3179,310001601862,Elementary,3100016,GRAND ISLAND PUBLIC SCHOOLS,SHOEMAKER ELEMENTARY SCHOOL,NE,HALL COUNTY,GRAND ISLAND,41,-98,4160 W OLD POTASH HWY,68803,
3180,130174002031,Middle,1301740,DEKALB COUNTY,Peachtree Middle School,GA,DEKALB COUNTY,ATLANTA,34,-84,4664 N Peachtree Rd,30338,
3181,040039503335,High,400395,LEAD CHARTER SCHOOLS (79967),Leading Edge Academy Online,AZ,MARICOPA COUNTY,GILBERT,33,-112,633 E RAY RD STE 132,85296,
3182,271125000505,Elementary,2711250,EDINA PUBLIC SCHOOL DISTRICT,CONCORD ELEMENTARY,MN,HENNEPIN COUNTY,EDINA,45,-93,5900 CONCORD AVE S,55424,
3183,500324000087,High,5003240,COLCHESTER SCHOOL DISTRICT,Colchester High School,VT,CHITTENDEN COUNTY,COLCHESTER,45,-73,131 Laker Lane,5446,
3184,280345001407,Middle,2803450,OXFORD SCHOOL DISTRICT,OXFORD INTERMEDIATE SCHOOL,MS,LAFAYETTE COUNTY,OXFORD,34,-90,501 Martin Luther King Jr Drive,38655,
3185,290059103122,Middle,2900591,KIPP ST LOUIS PUBLIC SCHOOLS,KIPP INSPIRE ACADEMY,MO,ST. LOUIS CITY,ST LOUIS,39,-90,1212 N 22nd St,63106,
3186,090033000034,Middle,900330,BLOOMFIELD SCHOOL DISTRICT,Carmen Arace Middle School,CT,HARTFORD COUNTY,BLOOMFIELD,42,-73,390 Park Avenue,6002,
3187,110002200236,High,1100022,SEED PCS OF WASHINGTON DC,SEED PCS of Washington DC,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,4300 C St SE,20019,
3188,100162000352,Middle,1001620,SMYRNA SCHOOL DISTRICT,Clayton Intermediate School,DE,KENT COUNTY,CLAYTON,39,-76,86 Sorrento Drive,19938,
3189,01257408,Elementary,,,ST PIUS V SCHOOL,RI,PROVIDENCE,PROVIDENCE,42,-71,49 ELMHURST AVE,2908,1
3190,480005413280,Elementary,4800264,KIPP TEXAS PUBLIC SCHOOLS,KIPP UNITY PRI,TX,,HOUSTON,30,-96,8500 HWY 6 S,77083,
3191,361869005743,Elementary,3618690,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,NATHANIEL WOODHULL ELEMENTARY SCHOOL,NY,SUFFOLK COUNTY,SHIRLEY,41,-73,6 FRANCIS LANDAU PL,11967,
3192,490021000105,High,4900210,DAVIS DISTRICT,Bountiful High,UT,DAVIS COUNTY,BOUNTIFUL,41,-112,695 S ORCHARD DR,84010,
3193,02044523,Combined elem/sec,,,SALEM COUNTY CHRISTIAN ACADEMY,NJ,SALEM,PENNSVILLE,40,-76,104 SPARKS AVE,8070,1
3194,130222000953,Elementary,1302220,FORSYTH COUNTY,Midway Elementary School,GA,FORSYTH COUNTY,ALPHARETTA,34,-84,4805 Atlanta Hwy,30004,
3195,A9303116,Elementary,,,MEREDITH-DUNN SCHOOL,KY,JEFFERSON,LOUISVILLE,38,-86,3023 MELBOURNE AVE,40220,1
3196,02057973,Combined elem/sec,,,WESTGATE CHRISTIAN SCHOOL,SC,SPARTANBURG,SPARTANBURG,35,-82,1990 OLD REIDVILLE RD,29301,1
3197,500824200340,Elementary,5008242,WAITS RIVER VALLEY USD #36,Waits River Valley USD #36,VT,ORANGE COUNTY,EAST CORINTH,44,-72,6 Waits River Valley Road,5040,
3198,210216002042,High,2100289,KENTUCKY TECH SYSTEM,Garrard County Area Technology Center,KY,GARRARD COUNTY,LANCASTER,38,-85,306 W. Maple Ave,40444,
3199,180008202466,High,1800082,HAMMOND ACADEMY OF SCIENCE & TECH,Hammond Academy of Science & Tech,IN,LAKE COUNTY,HAMMOND,42,-88,33 Muenich Ct,46320,
3200,231421000675,Elementary,2314837,SEBAGO PUBLIC SCHOOLS,Sebago Elementary School,ME,,SEBAGO,44,-71,283 Sebago Road,4029,
3201,01161012,Elementary,,,ST PAUL PAROCHIAL SCHOOL,OR,MARION,SAINT PAUL,45,-123,PO BOX 188,97137,1
3202,090000201148,High,900002,CONNECTICUT TECHNICAL HIGH SC,Oliver Wolcott Technical High School,CT,LITCHFIELD COUNTY,TORRINGTON,42,-73,75 Oliver St.,6790,
3203,A1102075,Combined elem/sec,,,DAYSPRING ACADEMY,TN,ROBERTSON,WHITE HOUSE,36,-87,P O.BOX 1568,37188,1
3204,050005300626,High,500053,WESTARK TECHNICAL CENTER,WESTARK TECHNICAL CENTER,AR,SEBASTIAN COUNTY,FORT SMITH,35,-94,5210 GRAND AVE,72913,
3205,150003000119,Elementary,1500030,HAWAII DEPARTMENT OF EDUCATION,Nanaikapono Elementary School,HI,HONOLULU COUNTY,WAIANAE,21,-158,89-153 Mano Ave,96792,
3206,00735272,Combined elem/sec,,,TRINITY EPISCOPAL SCHOOL,MS,ADAMS,NATCHEZ,32,-91,1 MALLAN G MORGAN,39120,1
3207,062724008244,Elementary,627240,NEWPORT-MESA UNIFIED,Eastbluff Elementary,CA,ORANGE COUNTY,NEWPORT BEACH,34,-118,2627 Vista del Oro,92660,
3208,A1502376,Elementary,,,SINAI SCHOOL AT RYNJ,NJ,BERGEN,PARAMUS,41,-74,240 FRISCH CT STE 100,7652,1
3209,090516001080,Elementary,905160,WINCHESTER SCHOOL DISTRICT,Pearson School,CT,LITCHFIELD COUNTY,WINSTED,42,-73,2 Wetmore Ave.,6098,
3210,350006001117,Middle,3500060,ALBUQUERQUE PUBLIC SCHOOLS,SIEMBRA LEADERSHIP HIGH SCHOOL,NM,BERNALILLO COUNTY,ALBUQUERQUE,35,-107,524 CENTRAL AVE SW,87102,
3211,440001800478,High,4400018,TRINITY ACADEMY FOR THE PERFORMING ARTS,Trinity Academy Performing Art,RI,PROVIDENCE COUNTY,PROVIDENCE,42,-71,150 Washington Street,2903,
3212,A0106109,Combined elem/sec,,,COMMUNITY CHRISTIAN ACADEMY,NV,NYE,PAHRUMP,36,-116,1061 E WILSON,89048,1
3213,360095806007,Middle,3600958,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,NY,NEW YORK COUNTY,NEW YORK,41,-74,222 W 134TH ST-RM 111,10030,
3214,A1501839,Elementary,,,GODS LITTLE CHERUBS ELEMENTARY SCHOOL,MD,BALTIMORE,BALTIMORE,39,-77,5300 GWYNN OAK AVE,21207,1
3215,180020302668,Middle,1800203,TIMOTHY L. JOHNSON ACADEMY MIDDLE,Timothy L. Johnson Academy Middle,IN,,FORT WAYNE,41,-85,4625 Werling Drive,46806,
3216,411145000829,Elementary,4111450,SILVER FALLS SD 4J,Bethany Charter School,OR,MARION COUNTY,SILVERTON,45,-123,11824 Hazelgreen Rd NE,97381,
3217,00705496,Elementary,,,CAPITAL CITY ADVENTIST CHRISTIAN SCHOOL,MN,RAMSEY,SAINT PAUL,45,-93,1220 MCKNIGHT RD S,55119,1
3218,260255001572,High,2602550,ALLENDALE PUBLIC SCHOOLS,New Options High School,MI,OTTAWA COUNTY,ALLENDALE,43,-86,10760 68th Ave,49401,
3219,470294002245,High,4700148,SHELBY COUNTY,Memphis School of Excellence,TN,SHELBY COUNTY,MEMPHIS,35,-90,4921 Winchester RD,38118,
3220,440002500487,High,4400025,VILLAGE GREEN VIRTUAL,Village Green Virtual,RI,PROVIDENCE COUNTY,PROVIDENCE,42,-71,135 Weybosset Street,2903,
3221,280438001327,Middle,2804380,UNION PUBLIC SCHOOL DIST,UNION MIDDLE SCHOOL,MS,NEWTON COUNTY,UNION,33,-89,115 JAMES ST,39365,
3222,263522007124,High,2635220,WARREN WOODS PUBLIC SCHOOLS,Warren Woods Tower High School,MI,MACOMB COUNTY,WARREN,42,-83,27900 BUNERT RD,48088,
3223,260104308495,High,2601043,OAKLAND FLEXTECH ACADEMY,FlexTech High School  Novi,MI,OAKLAND COUNTY,NOVI,42,-83,24245 Karim Blvd,48375,
3224,00331134,Elementary,,,HOPE LUTHERAN SCHOOL,ID,BONNEVILLE,IDAHO FALLS,43,-112,2071 12TH ST,83404,1
3225,A0903651,Combined elem/sec,,,MOONRIDGE ACADEMY,UT,IRON,CEDAR CITY,38,-113,PO BOX 1067,84721,1
3226,240033001187,Elementary,2400330,FREDERICK COUNTY PUBLIC SCHOOLS,Monocacy Valley Montessori School,MD,FREDERICK COUNTY,FREDERICK,39,-77,217 Dill Ave,21701,
3227,270891000356,Middle,2708910,CHISHOLM PUBLIC SCHOOL DISTRICT,CHISHOLM ELEMENTARY,MN,ST. LOUIS COUNTY,CHISHOLM,47,-93,300 SW 3RD AVE,55719,
3228,00538128,Elementary,,,ST ANN ELEMENTARY SCHOOL,LA,JEFFERSON,METAIRIE,30,-90,4921 MEADOWDALE ST,70006,1
3229,270033304837,Middle,2700333,PARNASSUS PREPARATORY CHARTER SCH,PARNASSUS PREPARATORY SCHOOL-LOGIC,MN,HENNEPIN COUNTY,MAPLE GROVE,45,-93,11201 96TH AVE N,55369,
3230,01910074,Combined elem/sec,,,BENTON HALL ACADEMY,TN,DAVIDSON,NASHVILLE,36,-87,5555 FRANKLIN PIKE,37220,1
3231,090000201143,High,900002,CONNECTICUT TECHNICAL HIGH SC,H. H. Ellis Technical High School,CT,WINDHAM COUNTY,DANIELSON,42,-72,613 Upper Maple St.,6239,
3232,A0702042,Combined elem/sec,,,ISLAMIC SCHOOL OF RHODE ISLAND,RI,KENT,WEST WARWICK,42,-71,840 PROVIDENCE ST,2893,1
3233,380678000195,Elementary,3806780,FARGO 1,CLARA BARTON HAWTHORNE ELEMENTARY SCHOOL,ND,CASS COUNTY,FARGO,47,-97,1417 6th St S,58103,
3234,490021000749,Middle,4900210,DAVIS DISTRICT,Farmington Jr High,UT,DAVIS COUNTY,FARMINGTON,41,-112,150 S 200 W,84025,
3235,A9105545,Combined elem/sec,,,CUSTER CITY PRIVATE SCHOOL,PA,MCKEAN,CUSTER CITY,42,-79,945 S AVE,16725,1
3236,271725004238,Middle,2717250,LA CRESCENT-HOKAH SCHOOL DISTRICT,LA CRESCENT-HOKAH MIDDLE SCHOOL,MN,HOUSTON COUNTY,LA CRESCENT,44,-91,1301 LANCER BLVD,55947,
3237,500747000294,High,5007470,SOUTH BURLINGTON SCHOOL DISTRICT,South Burlington High School,VT,CHITTENDEN COUNTY,SOUTH BURLINGTON,44,-73,550 Dorset Street,5403,
3238,470318002460,Middle,4703180,DAVIDSON COUNTY,KA @ The Crossings,TN,DAVIDSON COUNTY,ANTIOCH,36,-87,5320 Hickory Hollow PKWY,37013,
3239,A1503789,Elementary,,,ST JOHN BOSCO SCHOOL,TX,BEXAR,SAN ANTONIO,29,-99,5630 W COMMERCE ST,78237,1
3240,271875000869,Middle,2718750,MAHTOMEDI PUBLIC SCHOOL DISTRICT,MAHTOMEDI MIDDLE,MN,WASHINGTON COUNTY,MAHTOMEDI,45,-93,8100 75TH ST N,55115,
3241,AA001377,Combined elem/sec,,,ST LOUIS CHRISTIAN ACADEMY,MO,ST. LOUIS,SAINT LOUIS,39,-90,3145 LAFAYETTE AVE,63104,1
3242,A1700443,Combined elem/sec,,,REYN FRANCA,CA,STANISLAUS,TURLOCK,38,-121,2855 GEER RD,95382,1
3243,01257907,Combined elem/sec,,,ST ANDREWS SCHOOL,RI,BRISTOL,BARRINGTON,42,-71,63 FEDERAL RD,2806,1
3244,00603701,Combined elem/sec,,,BANCROFT SCHOOL,MA,WORCESTER,WORCESTER,42,-72,110 SHORE DR,1605,1
3245,A0902622,Combined elem/sec,,,GOODLAND ACADEMY,OK,CHOCTAW,HUGO,34,-96,1216 N 4200 RD,74743,1
3246,A1500054,Combined elem/sec,,,IMMACULATE CONCEPTION SCHOOL,AK,FAIRBANKS NORTH STAR,FAIRBANKS,65,-148,615 MONROE ST,99701,1
3247,360294000063,High,3602940,AMITYVILLE UNION FREE SCHOOL DISTRICT,AMITYVILLE MEMORIAL HIGH SCHOOL,NY,SUFFOLK COUNTY,AMITYVILLE,41,-73,250 MERRICK RD,11701,
3248,080480006489,Elementary,804800,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,ARVADA K-8,CO,JEFFERSON COUNTY,ARVADA,40,-105,5751 BALSAM STREET,80002,
3249,240033001715,Elementary,2400330,FREDERICK COUNTY PUBLIC SCHOOLS,Frederick Classical Charter School,MD,FREDERICK COUNTY,FREDERICK,39,-77,8445 Spires Way,21701,
3250,AA000237,Combined elem/sec,,,CENTRAL CHRISTIAN ACADEMY,CT,HARTFORD,SOUTHINGTON,42,-73,1505 W ST,6489,1
3251,120033000348,Elementary,1200330,COLLIER,AVALON ELEMENTARY SCHOOL,FL,COLLIER COUNTY,NAPLES,26,-82,3300 THOMASSON DR,34112,
3252,040052003063,High,400520,AJO UNIFIED DISTRICT (4409),Ajo High School,AZ,PIMA COUNTY,AJO,32,-113,111 N WELL RD,85321,
3253,A9703841,Elementary,,,FAITH COMMUNITY ACADEMY,AZ,PIMA,TUCSON,32,-111,2551 W ORANGE GROVE RD,85741,1
3254,560109000036,High,5601090,BIG HORN COUNTY SCHOOL DISTRICT #4,Riverside Middle/High School,WY,BIG HORN COUNTY,BASIN,44,-108,919 West B Street,82410,
3255,A0502201,Elementary,,,IMAGINATION STATION,NV,WASHOE,SPARKS,40,-120,1410 IRATCABAL DR,89436,1
3256,AA000905,Combined elem/sec,,,MAHARISHI SCHOOL,IA,JEFFERSON,FAIRFIELD,41,-92,804 DR ROBERT KEITH WALLACE DR,52556,1
3257,00640095,Elementary,,,ST JOHN ELEMENTARY SCHOOL,MI,JACKSON,JACKSON,42,-84,405 E N ST,49202,1
3258,220030002431,Middle,2200300,CADDO PARISH,AmiKiDs Caddo,LA,CADDO PARISH,SHREVEPORT,32,-94,3860 Hutchinson,71109,
3259,A1302232,Combined elem/sec,,,WILLOW TREE COMMUNITY SCHOOL,NC,CLEVELAND,BOILING SPRINGS,35,-82,PO BOX 753,28017,1
3260,490063001158,Middle,4900630,NEBO DISTRICT,Mt. Nebo Junior High,UT,UTAH COUNTY,PAYSON,40,-112,851 W 450 S,84651,
3261,090444000894,Elementary,904440,STRATFORD SCHOOL DISTRICT,Nichols School,CT,FAIRFIELD COUNTY,STRATFORD,41,-73,396 Nichols Ave.,6614,
3262,A9903100,Combined elem/sec,,,CHRISTIAN HERITAGE ACADEMY,NM,BERNALILLO,ALBUQUERQUE,35,-107,2800 LOUISIANA BLVD NE,87110,1
3263,A0503296,Combined elem/sec,,,CROCKETT CHRISTIAN SCHOOL,TN,CROCKETT,MAURY CITY,36,-89,PO BOX 609,38050,1
3264,550852002866,Middle,5508520,MADISON METROPOLITAN SCHOOL DISTRICT,Badger Rock Middle,WI,DANE COUNTY,MADISON,43,-89,501 E Badger Rd,53713,
3265,411004000911,Elementary,4110040,PORTLAND SD 1J,Martin Luther King Jr. School,OR,MULTNOMAH COUNTY,PORTLAND,46,-123,4906 NE 6th Ave,97211,
3266,320006000515,Middle,3200060,CLARK COUNTY SCHOOL DISTRICT,Sig Rogich Middle School,NV,CLARK COUNTY,LAS VEGAS,36,-115,235 N. Pavilion Center Dr.,89144,
3267,310498000140,Elementary,3104980,CHADRON PUBLIC SCHOOLS,CHADRON INTERMEDIATE,NE,DAWES COUNTY,CHADRON,43,-103,450 W NORFOLK,69337,
3268,450258001712,Elementary,4502580,LANCASTER 01,Van Wyck Elementary School,SC,,LANCASTER,,,4945 Charlotte Highway,29720,
3269,160016601066,Elementary,1600166,SYRINGA MOUNTAIN SCHOOL INC.,SYRINGA MOUNTAIN CHARTER SCHOOL,ID,BLAINE COUNTY,HAILEY,43,-114,4021 GLENBROOK DRIVE,83333,
3270,01422043,Combined elem/sec,,,ST MICHAEL CATHOLIC SCHOOL,VT,WINDHAM,BRATTLEBORO,43,-73,48 WALNUT ST,5301,1
3271,302352000685,Elementary,3023520,SAVAGE ELEM,Savage School,MT,RICHLAND COUNTY,SAVAGE,47,-104,368 Mesa South,59262,
3272,390486203320,High,3904862,MIAMI EAST LOCAL,Miami East High School,OH,MIAMI COUNTY,CASSTOWN,40,-84,3925 N State Route 589,45312,
3273,330328000699,Elementary,3303280,MILL FALLS CHARTER SCHOOL DISTRICT,Mill Falls Charter School,NH,HILLSBOROUGH COUNTY,MANCHESTER,43,-71,100 William Loeb Dr,3109,
3274,A9100335,Combined elem/sec,,,FAITH CHRISTIAN SCHOOL,AZ,MARICOPA,MESA,33,-112,PO BOX 9086,85214,1
3275,110003000064,Elementary,1100030,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Smothers ES,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,4400 Brooks St NE,20019,
3276,420453004336,Elementary,4204530,BURRELL SD,Stewart El Sch,PA,WESTMORELAND COUNTY,LOWER BURRELL,41,-80,2880 Leechburg Rd,15068,
3277,00422962,Elementary,,,ST VINCENT DE PAUL SCHOOL,IN,ALLEN,FORT WAYNE,41,-85,1720 E WALLEN RD,46825,1
3278,080303000220,High,803030,PLATEAU VALLEY SCHOOL DISTRICT NO. 50 IN THE COUNTY OF MESA,PLATEAU VALLEY HIGH SCHOOL,CO,MESA COUNTY,COLLBRAN,39,-108,56600 HIGHWAY 330,81624,
3279,A1502758,Elementary,,,ST MATTHEW CATHOLIC SCHOOL,NC,MECKLENBURG,CHARLOTTE,35,-81,11525 ELM LN,28277,1
3280,370405002543,Middle,3704050,ROWAN-SALISBURY SCHOOLS,Southeast Middle,NC,ROWAN COUNTY,SALISBURY,36,-81,1570 Peeler Rd,28146,
3281,A9901908,Combined elem/sec,,,PATHWAY CHRISTIAN SCHOOL,IA,JOHNSON,KALONA,42,-92,5764 HWY 1 SW,52247,1
3282,120165003505,High,1201650,SANTA ROSA,LEARNING ACADEMY OF SANTA ROSA,FL,SANTA ROSA COUNTY,MILTON,31,-87,5880 STEWART ST,32570,
3283,250054702782,High,2500547,PAULO FREIRE SOCIAL JUSTICE CHARTER SCHOOL (DISTRICT),Paulo Freire Social Justice Charter School,MA,HAMPDEN COUNTY,HOLYOKE,42,-73,161 Lower Westfield Road,1040,
